card_1,card_2,usage_count,win_rate_percent
Elite Barbarians,Fire Spirit,2717,44.53
Cannon,Goblin Hut,2712,49.08
Mega Minion,The Log,2704,56.99
Battle Healer,Zap,2704,31.29
Bowler,Knight,2702,51.55
Goblin Gang,Tombstone,2698,53.0
Goblins,Ice Spirit,2697,49.2
Fireball,Mirror,2694,49.11
Inferno Dragon,Mother Witch,2692,39.97
Barbarians,Ram Rider,2691,54.74
Monk,The Log,2691,48.12
Hog Rider,Mirror,2690,50.89
Dark Prince,Heal Spirit,2688,37.57
Bats,Elixir Golem,2687,46.71
Barbarians,Ice Spirit,2686,53.2
Electro Wizard,Skeleton Barrel,2686,55.17
Sparky,Vines,2685,52.89
Golem,Valkyrie,2679,54.09
Prince,Royal Recruits,2678,52.54
Executioner,Ice Wizard,2676,53.62
Bomb Tower,Skeleton Dragons,2675,42.28
Ice Spirit,Magic Archer,2673,51.18
Knight,Minion Horde,2670,52.88
Fireball,Little Prince,2669,57.1
Arrows,X-Bow,2669,47.02
Golden Knight,Wall Breakers,2667,50.32
Princess,Spear Goblins,2666,56.83
Barbarian Barrel,Hunter,2664,37.27
Balloon,Giant,2663,24.11
Mortar,Witch,2663,55.84
Giant Skeleton,Mega Knight,2660,52.78
Bomb Tower,Mega Knight,2660,57.56
Skeletons,Sparky,2656,55.05
Firecracker,Goblin Cage,2649,54.4
Giant Skeleton,Ice Wizard,2648,33.99
Skeleton Dragons,Skeletons,2646,37.23
Electro Wizard,Goblin Machine,2644,29.95
Little Prince,Zap,2644,55.94
Electro Dragon,Elixir Collector,2638,39.65
Furnace,Inferno Dragon,2637,53.39
Magic Archer,Princess,2633,49.22
Berserker,Wizard,2631,53.14
Ice Wizard,Wall Breakers,2625,50.21
Giant,Rage,2615,36.41
Miner,Minion Horde,2614,49.43
Bowler,Firecracker,2614,50.88
Bomber,Vines,2613,52.58
Lumberjack,Skeleton King,2610,54.6
Inferno Tower,Ram Rider,2609,54.31
Night Witch,Rage,2606,36.99
Archers,Rocket,2603,49.6
Bomb Tower,Magic Archer,2601,37.83
Goblin Cage,Poison,2597,30.5
Elite Barbarians,Guards,2596,54.16
Elixir Golem,Knight,2589,47.12
Baby Dragon,Hunter,2588,56.88
Electro Giant,Witch,2587,51.53
Goblinstein,The Log,2586,53.63
Tornado,Wall Breakers,2584,36.18
Barbarians,Giant Snowball,2584,55.38
Dark Prince,Lumberjack,2584,51.32
Lumberjack,Musketeer,2575,55.03
Goblin Cage,Skeleton Dragons,2575,41.75
Elite Barbarians,Musketeer,2572,55.95
Freeze,Ice Spirit,2572,52.29
Flying Machine,Mini P.E.K.K.A,2567,48.34
Freeze,Princess,2567,52.4
Ice Spirit,Tombstone,2566,55.18
Barbarians,Fire Spirit,2566,53.98
Bomber,Freeze,2561,46.15
Lumberjack,Mother Witch,2560,41.37
Bandit,Elixir Collector,2558,31.63
Archers,Elixir Golem,2557,39.03
Barbarians,Elixir Golem,2556,46.13
Clone,Golem,2549,36.45
Mega Minion,Miner,2544,27.56
Barbarian Barrel,Phoenix,2544,23.07
Royal Ghost,Three Musketeers,2544,40.61
Rocket,Skeleton Dragons,2536,32.18
Goblins,Mega Knight,2535,54.91
Elixir Collector,Royal Ghost,2533,33.4
Goblin Cage,Skeleton Barrel,2533,41.06
Electro Wizard,Mirror,2533,50.41
Battle Ram,Vines,2514,54.46
Royal Recruits,Wall Breakers,2512,47.45
Barbarians,Lava Hound,2512,27.35
Boss Bandit,Lumberjack,2511,54.44
Baby Dragon,X-Bow,2507,52.05
Baby Dragon,Mirror,2506,51.04
Archers,Royal Delivery,2502,52.96
Royal Giant,Skeleton King,2496,46.03
Fireball,Mother Witch,2496,46.31
Mother Witch,P.E.K.K.A,2487,47.49
P.E.K.K.A,Skeleton Barrel,2485,48.65
Musketeer,Royal Hogs,2484,44.93
Battle Healer,Heal Spirit,2484,29.15
Archers,Goblin Curse,2480,45.2
Bandit,Heal Spirit,2478,33.86
Flying Machine,Golden Knight,2478,34.5
Barbarian Barrel,Barbarians,2475,53.05
Golem,Knight,2466,52.15
Clone,Mirror,2464,39.53
Archers,Sparky,2462,57.03
Berserker,Vines,2462,50.08
Royal Delivery,Royal Hogs,2462,44.39
Barbarian Barrel,Night Witch,2461,30.68
Electro Giant,Mega Knight,2460,43.86
Baby Dragon,Ice Golem,2458,55.04
Goblin Barrel,Goblin Giant,2456,30.62
Electro Dragon,Ice Spirit,2456,53.91
Elixir Golem,Fireball,2456,46.13
Minion Horde,Mirror,2456,48.45
Bomber,Skeleton Barrel,2455,33.73
Dart Goblin,Elixir Golem,2454,46.21
Clone,Night Witch,2454,36.39
Minions,Royal Hogs,2453,49.57
Magic Archer,Spear Goblins,2453,37.51
Berserker,Fireball,2453,49.57
Battle Ram,Ice Spirit,2452,53.59
Ice Wizard,Miner,2450,49.88
Elite Barbarians,Mirror,2448,52.61
Elixir Collector,Heal Spirit,2445,31.7
Goblin Giant,Witch,2444,53.15
Dart Goblin,Suspicious Bush,2439,49.49
Archer Queen,Royal Ghost,2438,39.54
Golden Knight,Magic Archer,2434,51.89
Lightning,Royal Giant,2433,37.4
Heal Spirit,Inferno Dragon,2431,32.54
Miner,P.E.K.K.A,2431,52.32
Fire Spirit,Prince,2429,55.0
Mighty Miner,Valkyrie,2428,53.05
Ice Spirit,Tornado,2424,48.72
Firecracker,Golem,2417,53.91
Graveyard,Tesla,2416,47.76
Electro Spirit,Giant,2416,49.09
Arrows,Royal Delivery,2414,51.86
Dark Prince,Executioner,2412,57.79
Tombstone,Vines,2409,54.96
Dart Goblin,Golem,2403,50.98
Barbarian Barrel,The Log,2402,55.12
Mirror,Skeletons,2402,41.26
Archers,Bomb Tower,2401,53.44
Lumberjack,Wall Breakers,2398,53.92
Mother Witch,Skeleton King,2398,45.0
Mirror,Prince,2397,50.1
Tornado,Wizard,2391,47.01
Giant,The Log,2390,54.1
Goblin Curse,Mega Minion,2386,26.32
Golden Knight,Musketeer,2386,54.11
Mirror,Princess,2385,53.58
Mirror,P.E.K.K.A,2383,50.57
Electro Giant,Zap,2379,44.09
Goblin Cage,Graveyard,2379,27.83
Electro Wizard,Furnace,2378,53.15
Barbarians,Boss Bandit,2377,53.85
Skeleton Dragons,Spear Goblins,2371,59.55
Hunter,Lightning,2370,31.48
Ice Golem,Wizard,2369,51.08
Mother Witch,Royal Ghost,2365,44.27
Knight,Mirror,2364,50.0
Golem,Mega Knight,2361,39.9
Giant Snowball,Rocket,2358,22.14
Fireball,Royal Delivery,2357,50.7
Goblin Hut,Guards,2356,49.07
Goblin Hut,Ice Spirit,2353,50.79
Bomb Tower,Giant,2352,53.23
Bowler,Tesla,2351,54.7
Cannon,Sparky,2348,55.15
Royal Hogs,Vines,2345,52.2
Berserker,Royal Ghost,2342,53.67
Hunter,Knight,2342,56.23
Hunter,Inferno Dragon,2341,48.95
Mirror,Tesla,2341,48.27
Ice Golem,Royal Ghost,2341,53.65
Wizard,X-Bow,2336,49.7
Elixir Golem,Heal Spirit,2333,30.39
Phoenix,Tornado,2331,23.6
Dart Goblin,Hunter,2328,49.61
Electro Dragon,Heal Spirit,2328,31.06
Goblin Gang,Mirror,2323,49.46
Minions,Sparky,2322,56.24
Clone,Valkyrie,2321,50.11
Barbarian Barrel,Electro Giant,2321,30.72
Inferno Dragon,Rocket,2320,54.35
Goblin Hut,Inferno Tower,2320,45.56
Prince,Skeleton Dragons,2316,57.69
Fire Spirit,Firecracker,2314,52.33
Archer Queen,Skeleton Army,2314,53.76
Archers,Royal Recruits,2312,51.34
Electro Dragon,Vines,2312,53.59
Giant Snowball,Sparky,2306,42.8
Baby Dragon,Electro Giant,2306,35.08
Princess,Royal Giant,2305,51.89
Inferno Dragon,Mirror,2304,50.61
Lightning,Tesla,2304,43.32
Graveyard,Skeletons,2303,43.07
Archer Queen,Mini P.E.K.K.A,2302,51.91
Elixir Golem,Goblin Barrel,2302,47.74
Bomb Tower,Tornado,2298,35.77
Goblin Barrel,Golem,2298,50.09
Guards,Skeleton King,2296,51.79
Golden Knight,Sparky,2294,52.05
Golem,Inferno Dragon,2294,54.84
Baby Dragon,Electro Dragon,2291,52.95
Electro Dragon,Guards,2291,55.7
Electro Dragon,Electro Wizard,2289,49.54
Dart Goblin,Mortar,2288,49.78
Barbarian Barrel,Skeleton Barrel,2280,54.34
Ice Spirit,Sparky,2279,53.88
Giant Skeleton,Goblin Gang,2277,56.3
Princess,Royal Hogs,2273,51.47
Bomb Tower,Prince,2271,54.25
Goblin Barrel,Lightning,2270,43.57
Electro Dragon,Goblin Gang,2267,54.96
Inferno Tower,Royal Hogs,2255,48.07
Electro Dragon,Skeleton King,2253,52.06
Goblin Curse,Skeleton King,2252,41.79
Dark Prince,Freeze,2249,54.2
Goblin Cage,Guards,2248,50.76
Electro Dragon,Golden Knight,2248,53.47
Goblins,Mega Minion,2247,59.06
Bomb Tower,Bomber,2245,50.6
Giant Snowball,Inferno Tower,2242,51.25
Rage,Ram Rider,2233,48.86
P.E.K.K.A,Royal Giant,2231,45.81
Bomber,Golden Knight,2230,46.91
Archer Queen,Tesla,2220,50.27
Executioner,Freeze,2218,52.8
Archer Queen,Hog Rider,2218,51.04
Graveyard,Wizard,2218,49.95
Bomber,Wall Breakers,2215,46.09
Electro Giant,Firecracker,2212,53.62
Goblin Barrel,Rascals,2210,54.39
Ice Wizard,Inferno Tower,2208,54.12
Archer Queen,Knight,2206,51.54
Inferno Tower,Miner,2206,53.81
Royal Hogs,Skeleton Dragons,2206,39.62
Phoenix,Poison,2204,21.19
Little Prince,Skeletons,2201,53.93
Bats,Mirror,2200,49.18
Musketeer,Poison,2200,47.32
Archers,Ice Golem,2198,52.73
Electro Spirit,Skeleton Dragons,2194,34.73
Hog Rider,Lightning,2192,54.38
Inferno Tower,Minion Horde,2191,54.68
Goblin Giant,Prince,2190,33.38
Lava Hound,Miner,2187,29.13
Little Prince,Wizard,2184,56.0
Cannon,Giant Skeleton,2184,57.46
Hunter,Tesla,2181,51.17
Furnace,Guards,2178,53.76
Barbarian Barrel,Fisherman,2176,36.67
Elite Barbarians,Giant Snowball,2176,50.51
Giant,Lumberjack,2175,33.1
Archer Queen,Royal Delivery,2172,46.87
Firecracker,Hunter,2167,55.15
Skeleton Army,Suspicious Bush,2166,52.59
Goblin Giant,Mother Witch,2164,38.12
Goblin Gang,Royal Delivery,2163,53.17
Electro Dragon,Princess,2163,51.83
Giant Snowball,Golem,2161,25.08
Goblin Hut,P.E.K.K.A,2161,49.93
Mini P.E.K.K.A,Zappies,2161,51.87
Battle Healer,Tornado,2157,37.74
Bomb Tower,Firecracker,2153,55.46
Minion Horde,Skeletons,2151,39.52
Knight,Royal Recruits,2151,52.3
Electro Giant,Valkyrie,2149,54.68
P.E.K.K.A,Three Musketeers,2143,37.0
Rage,Wall Breakers,2142,51.12
Lumberjack,Magic Archer,2141,55.35
Golem,Skeletons,2139,48.76
Elite Barbarians,Magic Archer,2139,50.12
Electro Wizard,Little Prince,2136,57.96
Goblin Curse,Inferno Dragon,2135,51.19
Boss Bandit,Inferno Tower,2135,52.65
Furnace,Minions,2131,53.12
Goblin Barrel,Mortar,2131,54.86
Furnace,Princess,2130,53.76
Little Prince,P.E.K.K.A,2129,56.13
Fireball,Rocket,2127,24.21
Mirror,Royal Ghost,2124,49.91
Mortar,Skeleton Barrel,2124,49.48
Skeleton King,Sparky,2124,47.93
Fisherman,Witch,2122,50.61
Cannon,Tornado,2121,39.32
Hog Rider,Mortar,2120,53.82
Giant Skeleton,Princess,2115,56.93
Goblin Barrel,X-Bow,2115,50.78
Elite Barbarians,Three Musketeers,2112,33.0
Elite Barbarians,Tornado,2111,40.83
Goblin Machine,Mega Minion,2109,25.37
Golden Knight,Minion Horde,2109,51.3
Bomber,Mother Witch,2109,37.93
Bats,Mighty Miner,2105,46.65
Witch,Zappies,2103,54.11
Bandit,Guards,2103,54.97
Executioner,Mirror,2101,50.36
Balloon,Golden Knight,2099,53.17
Bowler,Mega Knight,2098,54.62
Electro Wizard,Mother Witch,2097,45.45
Skeleton Army,Three Musketeers,2093,52.46
Guards,Rocket,2091,50.69
Rage,Royal Giant,2091,48.3
Knight,Lightning,2090,49.28
Bats,Electro Dragon,2088,53.83
Ice Golem,Miner,2088,38.17
Cannon,Royal Recruits,2083,53.82
Dark Prince,Ram Rider,2079,56.81
Royal Delivery,Wall Breakers,2077,49.64
Minions,Skeleton Barrel,2072,51.79
Phoenix,Tombstone,2070,23.0
Archers,Little Prince,2065,49.54
Bandit,Minion Horde,2064,53.63
Mother Witch,Valkyrie,2064,52.28
Giant,P.E.K.K.A,2064,50.05
Archers,Mighty Miner,2061,53.37
Arrows,Goblinstein,2061,43.09
Goblin Gang,Golem,2059,54.78
Battle Healer,Mini P.E.K.K.A,2059,51.34
Giant Snowball,Golden Knight,2058,50.05
Bandit,Ice Wizard,2056,51.75
Fireball,Tornado,2056,41.2
Rocket,Tornado,2055,45.79
Goblin Cage,Mother Witch,2053,35.95
Archers,Poison,2052,53.75
Goblin Giant,Skeleton Army,2047,52.86
Electro Spirit,Skeleton Barrel,2046,38.22
Balloon,Spear Goblins,2046,43.01
Berserker,Electro Spirit,2044,34.98
Giant Skeleton,Minions,2044,49.17
Firecracker,Graveyard,2042,47.99
Giant Snowball,Tombstone,2041,48.36
Phoenix,Skeleton King,2041,21.02
Spear Goblins,Tornado,2040,33.73
Archers,Giant Skeleton,2037,58.86
Executioner,Miner,2036,53.44
Golem,Royal Ghost,2034,52.9
Mega Knight,Suspicious Bush,2034,55.01
Dark Prince,Skeleton Barrel,2033,46.43
Fireball,Poison,2032,22.64
Baby Dragon,Little Prince,2030,58.03
Electro Wizard,Royal Hogs,2030,51.28
Phoenix,Zap,2029,30.95
Dark Prince,Royal Giant,2027,51.9
Freeze,Royal Hogs,2026,48.37
Barbarian Barrel,Skeleton Dragons,2026,39.34
Bowler,Electro Wizard,2021,55.52
Miner,Skeleton Dragons,2021,27.81
Archers,Furnace,2021,55.71
Ice Wizard,Minions,2020,52.87
Cannon Cart,Mortar,2019,46.01
Firecracker,Goblin Curse,2017,51.36
Cannon,Hunter,2013,47.14
Bats,Goblin Giant,2013,33.38
Goblin Curse,Hog Rider,2011,51.96
Golden Knight,Mother Witch,2010,44.93
Electro Dragon,Giant Snowball,2007,48.23
Fisherman,Skeleton Army,2005,54.11
Royal Giant,Vines,2003,51.22
Graveyard,Phoenix,2002,19.73
Fire Spirit,Goblin Cage,2000,23.25
Minion Horde,Royal Hogs,1995,47.77
Fire Spirit,Giant Snowball,1994,33.15
Inferno Tower,Skeleton King,1992,52.91
Miner,Vines,1991,52.94
Ice Wizard,Rocket,1990,45.83
P.E.K.K.A,Skeleton Dragons,1989,52.94
Three Musketeers,Witch,1988,51.81
Lumberjack,Ram Rider,1985,51.84
Skeleton Barrel,Tombstone,1984,43.2
Barbarian Barrel,Berserker,1984,47.88
Dart Goblin,Tornado,1981,49.17
Bandit,Vines,1977,53.46
Arrows,Phoenix,1975,32.61
Goblins,Prince,1975,50.53
Elixir Golem,Mirror,1972,43.0
Minion Horde,Ram Rider,1971,49.32
Bomb Tower,P.E.K.K.A,1970,49.7
Mighty Miner,Wizard,1970,52.28
Barbarians,Mirror,1970,51.93
Electro Spirit,Mega Minion,1965,40.76
Firecracker,Goblins,1965,54.15
Battle Ram,Executioner,1963,57.0
Flying Machine,Valkyrie,1963,50.33
Electro Spirit,Wall Breakers,1962,50.46
Ice Wizard,Musketeer,1961,55.38
Baby Dragon,Goblin Curse,1961,53.75
Balloon,Bandit,1960,56.38
Giant,Poison,1957,28.36
Musketeer,Ram Rider,1954,56.19
Electro Giant,Elite Barbarians,1953,42.24
Archers,Magic Archer,1952,52.51
Guards,Magic Archer,1949,56.39
Dark Prince,Tombstone,1948,52.57
Mother Witch,Wizard,1947,52.34
Electro Wizard,Giant,1946,40.9
Mortar,Wizard,1946,54.93
Archers,Golem,1944,54.84
Dart Goblin,Rascals,1943,53.63
Elixir Golem,Executioner,1943,47.04
Electro Wizard,Fire Spirit,1940,57.16
Graveyard,Inferno Dragon,1940,51.13
Balloon,Skeleton Barrel,1939,53.02
Mighty Miner,Skeleton Barrel,1938,48.3
Freeze,Musketeer,1937,51.68
Bandit,Miner,1937,46.88
Hunter,Wizard,1935,56.69
Dark Prince,Electro Dragon,1933,51.42
Musketeer,Royal Giant,1932,55.43
Bowler,Dart Goblin,1932,55.23
Firecracker,Mortar,1932,52.28
Rocket,X-Bow,1931,45.11
Golden Knight,Royal Delivery,1929,54.69
Elite Barbarians,Ice Wizard,1929,54.74
Guards,Sparky,1927,55.11
Monk,Royal Giant,1925,36.73
Firecracker,Mother Witch,1923,49.3
Goblins,Inferno Dragon,1917,56.6
Earthquake,Royal Hogs,1917,43.82
Magic Archer,Ram Rider,1917,51.8
Boss Bandit,Ice Wizard,1915,52.85
Dark Prince,Wall Breakers,1914,54.75
Hunter,Ice Spirit,1913,43.13
Giant Snowball,Goblin Drill,1910,32.46
Cannon,Little Prince,1910,55.34
Electro Giant,Wizard,1907,53.43
Ice Wizard,Ram Rider,1907,51.65
Golem,Skeleton Dragons,1905,37.38
Inferno Tower,Royal Giant,1905,51.6
Giant Snowball,Skeleton King,1904,53.47
Berserker,Skeleton Barrel,1901,35.51
Royal Ghost,Zappies,1900,51.79
Sparky,Spear Goblins,1898,39.09
Elixir Golem,Goblin Curse,1894,37.01
Arrows,Spirit Empress,1894,38.33
Battle Ram,Princess,1893,56.47
Giant Skeleton,Ice Spirit,1891,51.72
Electro Spirit,Rage,1890,43.81
Little Prince,Royal Ghost,1889,56.8
Electro Wizard,Spear Goblins,1889,56.7
Mega Knight,X-Bow,1883,47.9
Archer Queen,Goblin Barrel,1882,52.28
Electro Dragon,Skeleton Dragons,1878,38.34
Giant Snowball,Royal Hogs,1878,49.84
Fire Spirit,Rage,1877,37.88
Electro Giant,Tesla,1875,49.28
Royal Giant,Tombstone,1874,45.73
Electro Wizard,Elixir Golem,1869,45.91
Bowler,Goblin Barrel,1869,54.68
Archer Queen,Goblin Gang,1868,52.14
Dart Goblin,Goblin Curse,1867,50.51
Bats,Mega Minion,1864,50.91
Cannon,Golem,1863,49.87
Lumberjack,Skeleton Dragons,1861,38.74
Fireball,Graveyard,1861,46.32
Berserker,Inferno Dragon,1858,52.31
Electro Wizard,Tornado,1858,53.93
Cannon Cart,Goblin Gang,1857,46.47
Barbarian Barrel,Battle Ram,1856,56.63
Goblin Curse,Valkyrie,1855,50.94
Giant Snowball,Ice Wizard,1849,52.46
Bomb Tower,Ice Spirit,1843,53.17
Goblin Drill,The Log,1842,48.7
Flying Machine,Poison,1841,26.24
Goblin Curse,Prince,1840,53.15
Ice Golem,Inferno Dragon,1840,51.09
Archers,Night Witch,1839,39.86
Battle Healer,Wizard,1835,51.72
Cannon Cart,Skeleton King,1835,45.07
Electro Giant,Mini P.E.K.K.A,1833,55.32
Flying Machine,Goblin Gang,1829,26.13
Freeze,Rocket,1829,18.81
Fisherman,Guards,1827,39.85
Lightning,Rage,1825,35.4
Giant Skeleton,Tombstone,1824,41.28
Goblin Cage,Prince,1818,61.06
Elixir Golem,Princess,1817,48.05
Electro Giant,Knight,1816,52.42
Fireball,Goblin Giant,1814,42.39
Golem,P.E.K.K.A,1814,35.72
Barbarian Barrel,Elite Barbarians,1814,49.28
Golden Knight,Skeleton Barrel,1812,53.75
Golem,Minions,1812,56.4
Barbarians,Battle Healer,1811,47.38
Musketeer,Skeleton King,1810,54.31
Royal Recruits,Zap,1807,52.96
Archer Queen,Firecracker,1806,53.71
Electro Wizard,Golem,1803,56.68
Executioner,Tombstone,1800,55.67
Bowler,Valkyrie,1799,53.81
Electro Spirit,Golden Knight,1798,50.78
Minion Horde,Skeleton King,1795,52.26
Goblin Drill,Skeletons,1794,37.79
Goblin Gang,Rascals,1793,53.49
Elixir Golem,Tesla,1793,46.51
Freeze,Rage,1792,50.67
Furnace,Poison,1791,48.69
Inferno Dragon,Little Prince,1790,55.7
Elite Barbarians,Furnace,1788,51.12
Barbarians,Wall Breakers,1787,56.3
Bats,Rocket,1784,51.18
Inferno Tower,Rage,1783,52.61
Elixir Golem,Golden Knight,1782,47.31
Archers,Fisherman,1782,39.62
Ice Wizard,Phoenix,1780,22.3
Ice Wizard,Magic Archer,1779,54.19
Magic Archer,Skeleton King,1778,54.39
Elixir Collector,Three Musketeers,1778,34.08
Goblin Cage,Vines,1778,53.15
Battle Ram,Giant Snowball,1777,53.52
Fisherman,Lightning,1775,32.17
Little Prince,Princess,1774,56.93
Ice Wizard,Skeleton Barrel,1773,52.28
Ice Wizard,Rage,1773,49.97
Fire Spirit,Princess,1772,56.04
Golem,Skeleton King,1771,44.33
Electro Wizard,Goblin Cage,1770,50.28
Bandit,Musketeer,1765,54.16
Baby Dragon,Battle Healer,1764,52.27
Ice Spirit,Little Prince,1763,53.89
Freeze,Giant,1763,24.5
Barbarians,Skeleton Barrel,1762,51.76
Lightning,Mother Witch,1760,34.32
Archer Queen,Royal Hogs,1759,44.34
Giant Snowball,Spear Goblins,1757,48.55
Inferno Dragon,Mega Minion,1757,54.13
Archers,Berserker,1756,51.14
Fire Spirit,Guards,1750,48.63
Goblin Barrel,Tornado,1749,50.77
Goblin Curse,Knight,1749,53.57
Elite Barbarians,Skeleton King,1749,54.2
Musketeer,Rocket,1747,48.25
Suspicious Bush,Witch,1746,54.52
Balloon,Magic Archer,1746,54.7
Inferno Dragon,X-Bow,1745,47.91
Firecracker,Goblin Hut,1745,54.73
Skeleton Dragons,Tornado,1744,36.58
Bats,Lightning,1742,40.59
Cannon,Tombstone,1742,54.88
Goblinstein,Mega Knight,1741,57.27
Boss Bandit,Musketeer,1740,54.14
Electro Spirit,Goblin Hut,1739,52.62
Berserker,Wall Breakers,1739,45.08
Little Prince,Prince,1738,55.93
Elixir Golem,Goblin Gang,1736,47.0
Freeze,Sparky,1730,52.2
Goblins,P.E.K.K.A,1730,55.95
Mega Knight,Mega Minion,1730,58.79
Elite Barbarians,Elixir Collector,1730,34.05
Goblin Gang,Ice Golem,1729,52.17
Minions,Skeleton Dragons,1729,59.34
Clone,Flying Machine,1728,43.87
Bomber,Executioner,1728,56.37
Graveyard,Ice Spirit,1726,47.97
Fire Spirit,Giant,1726,51.68
Bomber,Hunter,1726,38.59
Goblin Curse,Tesla,1724,51.04
Barbarians,Magic Archer,1723,53.69
Goblin Barrel,Mother Witch,1723,52.12
Balloon,Electro Spirit,1722,54.01
Arrows,Cannon Cart,1721,45.9
Guards,Royal Recruits,1720,53.72
Mini P.E.K.K.A,Three Musketeers,1720,51.34
Ice Spirit,Mirror,1719,39.79
Elite Barbarians,Mother Witch,1719,41.19
Freeze,Tombstone,1718,56.4
Guards,Royal Delivery,1718,50.76
Executioner,Royal Giant,1717,51.14
Balloon,Royal Hogs,1715,50.15
Golem,Ice Spirit,1713,46.82
Minion Horde,Wall Breakers,1712,51.99
Golem,Tesla,1712,50.99
Goblin Gang,Little Prince,1711,56.28
Dart Goblin,X-Bow,1708,51.52
Ice Wizard,Lightning,1707,33.45
Executioner,Royal Hogs,1706,48.18
Bandit,Skeleton King,1705,53.02
Royal Recruits,Tesla,1703,52.44
Elixir Golem,Skeletons,1703,44.33
Barbarian Barrel,Mother Witch,1702,43.13
Archers,Minion Horde,1696,55.31
Golden Knight,Tornado,1695,37.7
Boss Bandit,Minion Horde,1695,50.15
Dart Goblin,Graveyard,1695,45.55
Electro Spirit,Ice Golem,1695,47.91
Electro Wizard,Hunter,1692,52.78
Goblin Drill,Knight,1692,41.08
Firecracker,Flying Machine,1691,48.49
Electro Dragon,Sparky,1690,48.76
Electro Spirit,Executioner,1688,56.22
Fisherman,Mother Witch,1680,40.77
Bomber,Royal Hogs,1679,55.09
Firecracker,Goblinstein,1678,54.53
Poison,Skeleton Barrel,1678,37.96
Fire Spirit,Wall Breakers,1677,42.34
Ice Golem,Vines,1676,52.8
Minion Horde,Minions,1676,35.08
Flying Machine,Goblin Hut,1676,34.37
Dark Prince,Giant Skeleton,1675,47.58
Giant Snowball,X-Bow,1674,31.24
Archers,Mirror,1673,48.95
Minion Horde,Vines,1672,52.21
Cannon,Skeleton Dragons,1672,55.02
Barbarian Barrel,Sparky,1671,45.12
Executioner,Skeleton Barrel,1670,52.87
Dark Prince,Golden Knight,1669,52.91
Bomber,Miner,1669,46.61
Cannon,Graveyard,1668,47.24
Goblin Barrel,Suspicious Bush,1668,53.48
Mini P.E.K.K.A,Suspicious Bush,1668,51.02
Electro Wizard,Goblin Hut,1667,54.53
Royal Delivery,Royal Ghost,1667,54.17
Goblin Giant,Lightning,1666,23.17
Lightning,Skeleton King,1665,37.72
Battle Ram,Lumberjack,1663,44.44
Barbarian Barrel,Magic Archer,1663,43.78
Little Prince,Lumberjack,1663,47.32
Dart Goblin,Giant,1656,45.53
Battle Healer,Lumberjack,1656,35.63
Freeze,Miner,1656,30.07
Baby Dragon,Mortar,1654,55.74
Fisherman,Monk,1653,34.12
Electro Spirit,Monk,1652,34.44
Freeze,Poison,1652,16.95
Electro Giant,Ice Wizard,1652,31.54
Battle Healer,Firecracker,1651,41.19
Goblin Hut,Ram Rider,1651,35.86
Balloon,Royal Recruits,1649,46.33
Boss Bandit,Elite Barbarians,1647,51.91
Berserker,Zap,1646,54.68
Bomb Tower,Electro Spirit,1645,46.14
Dark Prince,Hunter,1644,43.8
Bandit,Inferno Tower,1644,56.14
Balloon,Fire Spirit,1642,38.79
Goblin Hut,Royal Recruits,1640,35.73
Ice Golem,Princess,1630,56.81
Electro Spirit,Elite Barbarians,1630,51.53
Goblin Curse,Skeletons,1630,47.42
Archer Queen,Valkyrie,1628,51.9
Archer Queen,Fireball,1627,52.3
Golden Knight,Tombstone,1626,55.17
Bomb Tower,Inferno Tower,1624,40.27
Royal Recruits,Three Musketeers,1624,34.61
Miner,Royal Delivery,1622,45.99
Bandit,Three Musketeers,1616,32.36
Elite Barbarians,Royal Recruits,1614,40.02
Bowler,Cannon,1613,52.51
Lumberjack,Sparky,1610,53.73
The Log,Zappies,1608,55.78
Golem,Hog Rider,1608,48.07
Bomber,Royal Giant,1605,55.26
Elixir Collector,Rage,1605,32.4
Arrows,Electro Giant,1605,54.27
Valkyrie,Zappies,1605,53.33
Electro Dragon,Electro Spirit,1604,48.19
Mighty Miner,Princess,1604,52.12
Bats,Royal Delivery,1604,52.68
Baby Dragon,Flying Machine,1604,43.02
Baby Dragon,Mighty Miner,1604,52.56
Battle Healer,Golem,1603,38.12
Princess,Rascals,1602,52.06
Barbarians,Giant Skeleton,1600,52.25
Executioner,Musketeer,1600,55.25
Furnace,Goblin Hut,1598,50.44
Arrows,Elixir Collector,1596,38.72
Bowler,Zap,1596,57.96
Bats,Little Prince,1595,54.23
Goblin Curse,Goblin Gang,1595,51.03
Suspicious Bush,Valkyrie,1594,51.44
Royal Ghost,X-Bow,1593,51.6
Balloon,Wall Breakers,1592,53.08
Boss Bandit,Furnace,1592,52.45
Mortar,Skeletons,1590,54.09
Electro Wizard,Mighty Miner,1590,52.96
Bats,Skeleton Dragons,1589,56.07
Electro Wizard,Ice Golem,1589,57.02
Ice Spirit,Mortar,1588,53.02
Electro Giant,Electro Wizard,1587,49.46
Clone,Dart Goblin,1587,49.72
Archers,Skeleton Dragons,1587,61.56
Balloon,Sparky,1586,50.76
Giant Skeleton,Musketeer,1585,52.81
Bomber,Boss Bandit,1584,53.54
Giant Skeleton,P.E.K.K.A,1584,44.19
Bomb Tower,Ice Golem,1583,37.65
Goblin Cage,Inferno Tower,1580,49.3
Giant Snowball,Royal Delivery,1579,48.01
Goblin Barrel,Graveyard,1578,50.57
Fire Spirit,Goblin Gang,1576,53.62
