card_1,card_2,usage_count,win_rate_percent,total_elixir_cost
Berserker,Wizard,2631,53.14,7.0
Ice Wizard,Wall Breakers,2625,50.21,5.0
Giant,Rage,2615,36.41,7.0
Miner,Minion Horde,2614,49.43,8.0
Bowler,Firecracker,2614,50.88,8.0
Bomber,Vines,2613,52.58,5.0
Lumberjack,Skeleton King,2610,54.6,8.0
Inferno Tower,Ram Rider,2609,54.31,10.0
Night Witch,Rage,2606,36.99,6.0
Archers,Rocket,2603,49.6,9.0
Bomb Tower,Magic Archer,2601,37.83,8.0
Goblin Cage,Poison,2597,30.5,8.0
Elite Barbarians,Guards,2596,54.16,9.0
Elixir Golem,Knight,2589,47.12,6.0
Baby Dragon,Hunter,2588,56.88,8.0
Electro Giant,Witch,2587,51.53,12.0
Goblinstein,The Log,2586,53.63,7.0
Tornado,Wall Breakers,2584,36.18,5.0
Barbarians,Giant Snowball,2584,55.38,7.0
Dark Prince,Lumberjack,2584,51.32,8.0
Lumberjack,Musketeer,2575,55.03,8.0
Goblin Cage,Skeleton Dragons,2575,41.75,8.0
Elite Barbarians,Musketeer,2572,55.95,10.0
Freeze,Ice Spirit,2572,52.29,5.0
Flying Machine,Mini P.E.K.K.A,2567,48.34,8.0
Freeze,Princess,2567,52.4,7.0
Ice Spirit,Tombstone,2566,55.18,4.0
Barbarians,Fire Spirit,2566,53.98,6.0
Bomber,Freeze,2561,46.15,6.0
Lumberjack,Mother Witch,2560,41.37,8.0
Bandit,Elixir Collector,2558,31.63,9.0
Archers,Elixir Golem,2557,39.03,6.0
Barbarians,Elixir Golem,2556,46.13,8.0
Clone,Golem,2549,36.45,11.0
Mega Minion,Miner,2544,27.56,6.0
Barbarian Barrel,Phoenix,2544,23.07,6.0
Royal Ghost,Three Musketeers,2544,40.61,12.0
Rocket,Skeleton Dragons,2536,32.18,10.0
Goblins,Mega Knight,2535,54.91,9.0
Elixir Collector,Royal Ghost,2533,33.4,9.0
Goblin Cage,Skeleton Barrel,2533,41.06,7.0
Electro Wizard,Mirror,2533,50.41,5.0
Battle Ram,Vines,2514,54.46,7.0
Royal Recruits,Wall Breakers,2512,47.45,9.0
Barbarians,Lava Hound,2512,27.35,12.0
Boss Bandit,Lumberjack,2511,54.44,10.0
Baby Dragon,X-Bow,2507,52.05,10.0
Baby Dragon,Mirror,2506,51.04,5.0
Archers,Royal Delivery,2502,52.96,6.0
Royal Giant,Skeleton King,2496,46.03,10.0
Fireball,Mother Witch,2496,46.31,8.0
Mother Witch,P.E.K.K.A,2487,47.49,11.0
P.E.K.K.A,Skeleton Barrel,2485,48.65,10.0
Musketeer,Royal Hogs,2484,44.93,9.0
Battle Healer,Heal Spirit,2484,29.15,5.0
Archers,Goblin Curse,2480,45.2,5.0
Bandit,Heal Spirit,2478,33.86,4.0
Flying Machine,Golden Knight,2478,34.5,8.0
Barbarian Barrel,Barbarians,2475,53.05,7.0
Golem,Knight,2466,52.15,11.0
Clone,Mirror,2464,39.53,4.0
Archers,Sparky,2462,57.03,9.0
Berserker,Vines,2462,50.08,5.0
Royal Delivery,Royal Hogs,2462,44.39,8.0
Barbarian Barrel,Night Witch,2461,30.68,6.0
Electro Giant,Mega Knight,2460,43.86,14.0
Baby Dragon,Ice Golem,2458,55.04,6.0
Goblin Barrel,Goblin Giant,2456,30.62,9.0
Electro Dragon,Ice Spirit,2456,53.91,6.0
Elixir Golem,Fireball,2456,46.13,7.0
Minion Horde,Mirror,2456,48.45,6.0
Bomber,Skeleton Barrel,2455,33.73,5.0
Dart Goblin,Elixir Golem,2454,46.21,6.0
Clone,Night Witch,2454,36.39,7.0
Minions,Royal Hogs,2453,49.57,8.0
Magic Archer,Spear Goblins,2453,37.51,6.0
Berserker,Fireball,2453,49.57,6.0
Battle Ram,Ice Spirit,2452,53.59,5.0
Ice Wizard,Miner,2450,49.88,6.0
Elite Barbarians,Mirror,2448,52.61,7.0
Elixir Collector,Heal Spirit,2445,31.7,7.0
Goblin Giant,Witch,2444,53.15,11.0
Dart Goblin,Suspicious Bush,2439,49.49,5.0
Archer Queen,Royal Ghost,2438,39.54,8.0
Golden Knight,Magic Archer,2434,51.89,8.0
Lightning,Royal Giant,2433,37.4,12.0
Heal Spirit,Inferno Dragon,2431,32.54,5.0
Miner,P.E.K.K.A,2431,52.32,10.0
Fire Spirit,Prince,2429,55.0,6.0
Mighty Miner,Valkyrie,2428,53.05,8.0
Ice Spirit,Tornado,2424,48.72,4.0
Firecracker,Golem,2417,53.91,11.0
Graveyard,Tesla,2416,47.76,9.0
Electro Spirit,Giant,2416,49.09,6.0
Arrows,Royal Delivery,2414,51.86,6.0
Dark Prince,Executioner,2412,57.79,9.0
Tombstone,Vines,2409,54.96,6.0
Dart Goblin,Golem,2403,50.98,11.0
Barbarian Barrel,The Log,2402,55.12,4.0
Mirror,Skeletons,2402,41.26,2.0
Archers,Bomb Tower,2401,53.44,7.0
Lumberjack,Wall Breakers,2398,53.92,6.0
Mother Witch,Skeleton King,2398,45.0,8.0
Mirror,Prince,2397,50.1,6.0
Tornado,Wizard,2391,47.01,8.0
Giant,The Log,2390,54.1,7.0
Goblin Curse,Mega Minion,2386,26.32,5.0
Golden Knight,Musketeer,2386,54.11,8.0
Mirror,Princess,2385,53.58,4.0
Mirror,P.E.K.K.A,2383,50.57,8.0
Electro Giant,Zap,2379,44.09,9.0
Goblin Cage,Graveyard,2379,27.83,9.0
Electro Wizard,Furnace,2378,53.15,8.0
Barbarians,Boss Bandit,2377,53.85,11.0
Skeleton Dragons,Spear Goblins,2371,59.55,6.0
Hunter,Lightning,2370,31.48,10.0
Ice Golem,Wizard,2369,51.08,7.0
Mother Witch,Royal Ghost,2365,44.27,7.0
Knight,Mirror,2364,50.0,4.0
Golem,Mega Knight,2361,39.9,15.0
Giant Snowball,Rocket,2358,22.14,8.0
Fireball,Royal Delivery,2357,50.7,7.0
Goblin Hut,Guards,2356,49.07,7.0
Goblin Hut,Ice Spirit,2353,50.79,5.0
Bomb Tower,Giant,2352,53.23,9.0
Bowler,Tesla,2351,54.7,9.0
Cannon,Sparky,2348,55.15,9.0
Royal Hogs,Vines,2345,52.2,8.0
Berserker,Royal Ghost,2342,53.67,5.0
Hunter,Knight,2342,56.23,7.0
Hunter,Inferno Dragon,2341,48.95,8.0
Mirror,Tesla,2341,48.27,5.0
Ice Golem,Royal Ghost,2341,53.65,5.0
Wizard,X-Bow,2336,49.7,11.0
Elixir Golem,Heal Spirit,2333,30.39,4.0
Phoenix,Tornado,2331,23.6,7.0
Dart Goblin,Hunter,2328,49.61,7.0
Electro Dragon,Heal Spirit,2328,31.06,6.0
Goblin Gang,Mirror,2323,49.46,4.0
Minions,Sparky,2322,56.24,9.0
Clone,Valkyrie,2321,50.11,7.0
Barbarian Barrel,Electro Giant,2321,30.72,9.0
Inferno Dragon,Rocket,2320,54.35,10.0
Goblin Hut,Inferno Tower,2320,45.56,9.0
Prince,Skeleton Dragons,2316,57.69,9.0
Fire Spirit,Firecracker,2314,52.33,4.0
Archer Queen,Skeleton Army,2314,53.76,8.0
Archers,Royal Recruits,2312,51.34,10.0
Electro Dragon,Vines,2312,53.59,8.0
Giant Snowball,Sparky,2306,42.8,8.0
Baby Dragon,Electro Giant,2306,35.08,11.0
Princess,Royal Giant,2305,51.89,9.0
Inferno Dragon,Mirror,2304,50.61,5.0
Lightning,Tesla,2304,43.32,10.0
Graveyard,Skeletons,2303,43.07,6.0
Archer Queen,Mini P.E.K.K.A,2302,51.91,9.0
Elixir Golem,Goblin Barrel,2302,47.74,6.0
Bomb Tower,Tornado,2298,35.77,7.0
Goblin Barrel,Golem,2298,50.09,11.0
Guards,Skeleton King,2296,51.79,7.0
Golden Knight,Sparky,2294,52.05,10.0
Golem,Inferno Dragon,2294,54.84,12.0
Baby Dragon,Electro Dragon,2291,52.95,9.0
Electro Dragon,Guards,2291,55.7,8.0
Electro Dragon,Electro Wizard,2289,49.54,9.0
Dart Goblin,Mortar,2288,49.78,7.0
Barbarian Barrel,Skeleton Barrel,2280,54.34,5.0
Ice Spirit,Sparky,2279,53.88,7.0
Giant Skeleton,Goblin Gang,2277,56.3,9.0
Princess,Royal Hogs,2273,51.47,8.0
Bomb Tower,Prince,2271,54.25,9.0
Goblin Barrel,Lightning,2270,43.57,9.0
Electro Dragon,Goblin Gang,2267,54.96,8.0
Inferno Tower,Royal Hogs,2255,48.07,10.0
Electro Dragon,Skeleton King,2253,52.06,9.0
Goblin Curse,Skeleton King,2252,41.79,6.0
Dark Prince,Freeze,2249,54.2,8.0
Goblin Cage,Guards,2248,50.76,7.0
Electro Dragon,Golden Knight,2248,53.47,9.0
Goblins,Mega Minion,2247,59.06,5.0
Bomb Tower,Bomber,2245,50.6,6.0
Giant Snowball,Inferno Tower,2242,51.25,7.0
Rage,Ram Rider,2233,48.86,7.0
P.E.K.K.A,Royal Giant,2231,45.81,13.0
Bomber,Golden Knight,2230,46.91,6.0
Archer Queen,Tesla,2220,50.27,9.0
Executioner,Freeze,2218,52.8,9.0
Archer Queen,Hog Rider,2218,51.04,9.0
Graveyard,Wizard,2218,49.95,10.0
Bomber,Wall Breakers,2215,46.09,4.0
Electro Giant,Firecracker,2212,53.62,10.0
Goblin Barrel,Rascals,2210,54.39,8.0
Ice Wizard,Inferno Tower,2208,54.12,8.0
Archer Queen,Knight,2206,51.54,8.0
Inferno Tower,Miner,2206,53.81,8.0
Royal Hogs,Skeleton Dragons,2206,39.62,9.0
Phoenix,Poison,2204,21.19,8.0
Little Prince,Skeletons,2201,53.93,4.0
Bats,Mirror,2200,49.18,3.0
Musketeer,Poison,2200,47.32,8.0
Archers,Ice Golem,2198,52.73,5.0
Electro Spirit,Skeleton Dragons,2194,34.73,5.0
Hog Rider,Lightning,2192,54.38,10.0
Inferno Tower,Minion Horde,2191,54.68,10.0
Goblin Giant,Prince,2190,33.38,11.0
Lava Hound,Miner,2187,29.13,10.0
Little Prince,Wizard,2184,56.0,8.0
Cannon,Giant Skeleton,2184,57.46,9.0
Hunter,Tesla,2181,51.17,8.0
Furnace,Guards,2178,53.76,7.0
Barbarian Barrel,Fisherman,2176,36.67,5.0
Elite Barbarians,Giant Snowball,2176,50.51,8.0
Giant,Lumberjack,2175,33.1,9.0
Archer Queen,Royal Delivery,2172,46.87,8.0
Firecracker,Hunter,2167,55.15,7.0
Skeleton Army,Suspicious Bush,2166,52.59,5.0
Goblin Giant,Mother Witch,2164,38.12,10.0
Goblin Gang,Royal Delivery,2163,53.17,6.0
Electro Dragon,Princess,2163,51.83,8.0
Giant Snowball,Golem,2161,25.08,10.0
Goblin Hut,P.E.K.K.A,2161,49.93,11.0
Mini P.E.K.K.A,Zappies,2161,51.87,8.0
Battle Healer,Tornado,2157,37.74,7.0
Bomb Tower,Firecracker,2153,55.46,7.0
Minion Horde,Skeletons,2151,39.52,6.0
Knight,Royal Recruits,2151,52.3,10.0
Electro Giant,Valkyrie,2149,54.68,11.0
P.E.K.K.A,Three Musketeers,2143,37.0,16.0
Rage,Wall Breakers,2142,51.12,4.0
Lumberjack,Magic Archer,2141,55.35,8.0
Golem,Skeletons,2139,48.76,9.0
Elite Barbarians,Magic Archer,2139,50.12,10.0
Electro Wizard,Little Prince,2136,57.96,7.0
Goblin Curse,Inferno Dragon,2135,51.19,6.0
Boss Bandit,Inferno Tower,2135,52.65,11.0
Furnace,Minions,2131,53.12,7.0
Goblin Barrel,Mortar,2131,54.86,7.0
Furnace,Princess,2130,53.76,7.0
Little Prince,P.E.K.K.A,2129,56.13,10.0
Fireball,Rocket,2127,24.21,10.0
Mirror,Royal Ghost,2124,49.91,4.0
Mortar,Skeleton Barrel,2124,49.48,7.0
Skeleton King,Sparky,2124,47.93,10.0
Fisherman,Witch,2122,50.61,8.0
Cannon,Tornado,2121,39.32,6.0
Hog Rider,Mortar,2120,53.82,8.0
Giant Skeleton,Princess,2115,56.93,9.0
Goblin Barrel,X-Bow,2115,50.78,9.0
Elite Barbarians,Three Musketeers,2112,33.0,15.0
Elite Barbarians,Tornado,2111,40.83,9.0
Goblin Machine,Mega Minion,2109,25.37,8.0
Golden Knight,Minion Horde,2109,51.3,9.0
Bomber,Mother Witch,2109,37.93,6.0
Bats,Mighty Miner,2105,46.65,6.0
Witch,Zappies,2103,54.11,9.0
Bandit,Guards,2103,54.97,6.0
Executioner,Mirror,2101,50.36,6.0
Balloon,Golden Knight,2099,53.17,9.0
Bowler,Mega Knight,2098,54.62,12.0
Electro Wizard,Mother Witch,2097,45.45,8.0
Skeleton Army,Three Musketeers,2093,52.46,12.0
Guards,Rocket,2091,50.69,9.0
Rage,Royal Giant,2091,48.3,8.0
Knight,Lightning,2090,49.28,9.0
Bats,Electro Dragon,2088,53.83,7.0
Ice Golem,Miner,2088,38.17,5.0
Cannon,Royal Recruits,2083,53.82,10.0
Dark Prince,Ram Rider,2079,56.81,9.0
Royal Delivery,Wall Breakers,2077,49.64,5.0
Minions,Skeleton Barrel,2072,51.79,6.0
Phoenix,Tombstone,2070,23.0,7.0
Archers,Little Prince,2065,49.54,6.0
Bandit,Minion Horde,2064,53.63,8.0
Mother Witch,Valkyrie,2064,52.28,8.0
Giant,P.E.K.K.A,2064,50.05,12.0
Archers,Mighty Miner,2061,53.37,7.0
Arrows,Goblinstein,2061,43.09,8.0
Goblin Gang,Golem,2059,54.78,11.0
Battle Healer,Mini P.E.K.K.A,2059,51.34,8.0
Giant Snowball,Golden Knight,2058,50.05,6.0
Bandit,Ice Wizard,2056,51.75,6.0
Fireball,Tornado,2056,41.2,7.0
Rocket,Tornado,2055,45.79,9.0
Goblin Cage,Mother Witch,2053,35.95,8.0
Archers,Poison,2052,53.75,7.0
Goblin Giant,Skeleton Army,2047,52.86,9.0
Electro Spirit,Skeleton Barrel,2046,38.22,4.0
Balloon,Spear Goblins,2046,43.01,7.0
Berserker,Electro Spirit,2044,34.98,3.0
Giant Skeleton,Minions,2044,49.17,9.0
Firecracker,Graveyard,2042,47.99,8.0
Giant Snowball,Tombstone,2041,48.36,5.0
Phoenix,Skeleton King,2041,21.02,8.0
Spear Goblins,Tornado,2040,33.73,5.0
Archers,Giant Skeleton,2037,58.86,9.0
Executioner,Miner,2036,53.44,8.0
Golem,Royal Ghost,2034,52.9,11.0
Mega Knight,Suspicious Bush,2034,55.01,9.0
Dark Prince,Skeleton Barrel,2033,46.43,7.0
Fireball,Poison,2032,22.64,8.0
Baby Dragon,Little Prince,2030,58.03,7.0
Electro Wizard,Royal Hogs,2030,51.28,9.0
Phoenix,Zap,2029,30.95,6.0
Dark Prince,Royal Giant,2027,51.9,10.0
Freeze,Royal Hogs,2026,48.37,9.0
Barbarian Barrel,Skeleton Dragons,2026,39.34,6.0
Bowler,Electro Wizard,2021,55.52,9.0
Miner,Skeleton Dragons,2021,27.81,7.0
Archers,Furnace,2021,55.71,7.0
Ice Wizard,Minions,2020,52.87,6.0
Cannon Cart,Mortar,2019,46.01,9.0
Firecracker,Goblin Curse,2017,51.36,5.0
Cannon,Hunter,2013,47.14,7.0
Bats,Goblin Giant,2013,33.38,8.0
Goblin Curse,Hog Rider,2011,51.96,6.0
Golden Knight,Mother Witch,2010,44.93,8.0
Electro Dragon,Giant Snowball,2007,48.23,7.0
Fisherman,Skeleton Army,2005,54.11,6.0
Royal Giant,Vines,2003,51.22,9.0
Graveyard,Phoenix,2002,19.73,9.0
Fire Spirit,Goblin Cage,2000,23.25,5.0
Minion Horde,Royal Hogs,1995,47.77,10.0
Fire Spirit,Giant Snowball,1994,33.15,3.0
Inferno Tower,Skeleton King,1992,52.91,9.0
Miner,Vines,1991,52.94,6.0
Ice Wizard,Rocket,1990,45.83,9.0
P.E.K.K.A,Skeleton Dragons,1989,52.94,11.0
Three Musketeers,Witch,1988,51.81,14.0
Lumberjack,Ram Rider,1985,51.84,9.0
Skeleton Barrel,Tombstone,1984,43.2,6.0
Barbarian Barrel,Berserker,1984,47.88,4.0
Dart Goblin,Tornado,1981,49.17,6.0
Bandit,Vines,1977,53.46,6.0
Arrows,Phoenix,1975,32.61,7.0
Goblins,Prince,1975,50.53,7.0
Elixir Golem,Mirror,1972,43.0,4.0
Minion Horde,Ram Rider,1971,49.32,10.0
Bomb Tower,P.E.K.K.A,1970,49.7,11.0
Mighty Miner,Wizard,1970,52.28,9.0
Barbarians,Mirror,1970,51.93,6.0
Electro Spirit,Mega Minion,1965,40.76,4.0
Firecracker,Goblins,1965,54.15,5.0
Battle Ram,Executioner,1963,57.0,9.0
Flying Machine,Valkyrie,1963,50.33,8.0
Electro Spirit,Wall Breakers,1962,50.46,3.0
Ice Wizard,Musketeer,1961,55.38,7.0
Baby Dragon,Goblin Curse,1961,53.75,6.0
Balloon,Bandit,1960,56.38,8.0
Giant,Poison,1957,28.36,9.0
Musketeer,Ram Rider,1954,56.19,9.0
Electro Giant,Elite Barbarians,1953,42.24,13.0
Archers,Magic Archer,1952,52.51,7.0
Guards,Magic Archer,1949,56.39,7.0
Dark Prince,Tombstone,1948,52.57,7.0
Mother Witch,Wizard,1947,52.34,9.0
Electro Wizard,Giant,1946,40.9,9.0
Mortar,Wizard,1946,54.93,9.0
Archers,Golem,1944,54.84,11.0
Dart Goblin,Rascals,1943,53.63,8.0
Elixir Golem,Executioner,1943,47.04,8.0
Electro Wizard,Fire Spirit,1940,57.16,5.0
Graveyard,Inferno Dragon,1940,51.13,9.0
Balloon,Skeleton Barrel,1939,53.02,8.0
Mighty Miner,Skeleton Barrel,1938,48.3,7.0
Freeze,Musketeer,1937,51.68,8.0
Bandit,Miner,1937,46.88,6.0
Hunter,Wizard,1935,56.69,9.0
Dark Prince,Electro Dragon,1933,51.42,9.0
Musketeer,Royal Giant,1932,55.43,10.0
Bowler,Dart Goblin,1932,55.23,8.0
Firecracker,Mortar,1932,52.28,7.0
Rocket,X-Bow,1931,45.11,12.0
Golden Knight,Royal Delivery,1929,54.69,7.0
Elite Barbarians,Ice Wizard,1929,54.74,9.0
Guards,Sparky,1927,55.11,9.0
Monk,Royal Giant,1925,36.73,11.0
Firecracker,Mother Witch,1923,49.3,7.0
Goblins,Inferno Dragon,1917,56.6,6.0
Earthquake,Royal Hogs,1917,43.82,8.0
Magic Archer,Ram Rider,1917,51.8,9.0
Boss Bandit,Ice Wizard,1915,52.85,9.0
Dark Prince,Wall Breakers,1914,54.75,6.0
Hunter,Ice Spirit,1913,43.13,5.0
Giant Snowball,Goblin Drill,1910,32.46,6.0
Cannon,Little Prince,1910,55.34,6.0
Electro Giant,Wizard,1907,53.43,12.0
Ice Wizard,Ram Rider,1907,51.65,8.0
Golem,Skeleton Dragons,1905,37.38,12.0
Inferno Tower,Royal Giant,1905,51.6,11.0
Giant Snowball,Skeleton King,1904,53.47,6.0
Berserker,Skeleton Barrel,1901,35.51,5.0
Royal Ghost,Zappies,1900,51.79,7.0
Sparky,Spear Goblins,1898,39.09,8.0
Elixir Golem,Goblin Curse,1894,37.01,5.0
Arrows,Spirit Empress,1894,38.33,9.0
Battle Ram,Princess,1893,56.47,7.0
Giant Skeleton,Ice Spirit,1891,51.72,7.0
Electro Spirit,Rage,1890,43.81,3.0
Little Prince,Royal Ghost,1889,56.8,6.0
Electro Wizard,Spear Goblins,1889,56.7,6.0
Mega Knight,X-Bow,1883,47.9,13.0
Archer Queen,Goblin Barrel,1882,52.28,8.0
Electro Dragon,Skeleton Dragons,1878,38.34,9.0
Giant Snowball,Royal Hogs,1878,49.84,7.0
Fire Spirit,Rage,1877,37.88,3.0
Electro Giant,Tesla,1875,49.28,11.0
Royal Giant,Tombstone,1874,45.73,9.0
Electro Wizard,Elixir Golem,1869,45.91,7.0
Bowler,Goblin Barrel,1869,54.68,8.0
Archer Queen,Goblin Gang,1868,52.14,8.0
Dart Goblin,Goblin Curse,1867,50.51,5.0
Bats,Mega Minion,1864,50.91,5.0
Cannon,Golem,1863,49.87,11.0
Lumberjack,Skeleton Dragons,1861,38.74,8.0
Fireball,Graveyard,1861,46.32,9.0
Berserker,Inferno Dragon,1858,52.31,6.0
Electro Wizard,Tornado,1858,53.93,7.0
Cannon Cart,Goblin Gang,1857,46.47,8.0
Barbarian Barrel,Battle Ram,1856,56.63,6.0
Goblin Curse,Valkyrie,1855,50.94,6.0
Giant Snowball,Ice Wizard,1849,52.46,5.0
Bomb Tower,Ice Spirit,1843,53.17,5.0
Goblin Drill,The Log,1842,48.7,6.0
Flying Machine,Poison,1841,26.24,8.0
Goblin Curse,Prince,1840,53.15,7.0
Ice Golem,Inferno Dragon,1840,51.09,6.0
Archers,Night Witch,1839,39.86,7.0
Battle Healer,Wizard,1835,51.72,9.0
Cannon Cart,Skeleton King,1835,45.07,9.0
Electro Giant,Mini P.E.K.K.A,1833,55.32,11.0
Flying Machine,Goblin Gang,1829,26.13,7.0
Freeze,Rocket,1829,18.81,10.0
Fisherman,Guards,1827,39.85,6.0
Lightning,Rage,1825,35.4,8.0
Giant Skeleton,Tombstone,1824,41.28,9.0
Goblin Cage,Prince,1818,61.06,9.0
Elixir Golem,Princess,1817,48.05,6.0
Electro Giant,Knight,1816,52.42,10.0
Fireball,Goblin Giant,1814,42.39,10.0
Golem,P.E.K.K.A,1814,35.72,15.0
Barbarian Barrel,Elite Barbarians,1814,49.28,8.0
Golden Knight,Skeleton Barrel,1812,53.75,7.0
Golem,Minions,1812,56.4,11.0
Barbarians,Battle Healer,1811,47.38,9.0
Musketeer,Skeleton King,1810,54.31,8.0
Royal Recruits,Zap,1807,52.96,9.0
Archer Queen,Firecracker,1806,53.71,8.0
Electro Wizard,Golem,1803,56.68,12.0
Executioner,Tombstone,1800,55.67,8.0
Bowler,Valkyrie,1799,53.81,9.0
Electro Spirit,Golden Knight,1798,50.78,5.0
Minion Horde,Skeleton King,1795,52.26,9.0
Goblin Drill,Skeletons,1794,37.79,5.0
Goblin Gang,Rascals,1793,53.49,8.0
Elixir Golem,Tesla,1793,46.51,7.0
Freeze,Rage,1792,50.67,6.0
Furnace,Poison,1791,48.69,8.0
Inferno Dragon,Little Prince,1790,55.7,7.0
Elite Barbarians,Furnace,1788,51.12,10.0
Barbarians,Wall Breakers,1787,56.3,7.0
Bats,Rocket,1784,51.18,8.0
Inferno Tower,Rage,1783,52.61,7.0
Elixir Golem,Golden Knight,1782,47.31,7.0
Archers,Fisherman,1782,39.62,6.0
Ice Wizard,Phoenix,1780,22.3,7.0
Ice Wizard,Magic Archer,1779,54.19,7.0
Magic Archer,Skeleton King,1778,54.39,8.0
Elixir Collector,Three Musketeers,1778,34.08,15.0
Goblin Cage,Vines,1778,53.15,7.0
Battle Ram,Giant Snowball,1777,53.52,6.0
Fisherman,Lightning,1775,32.17,9.0
Little Prince,Princess,1774,56.93,6.0
Ice Wizard,Skeleton Barrel,1773,52.28,6.0
Ice Wizard,Rage,1773,49.97,5.0
Fire Spirit,Princess,1772,56.04,4.0
Golem,Skeleton King,1771,44.33,12.0
Electro Wizard,Goblin Cage,1770,50.28,8.0
Bandit,Musketeer,1765,54.16,7.0
Baby Dragon,Battle Healer,1764,52.27,8.0
Ice Spirit,Little Prince,1763,53.89,4.0
Freeze,Giant,1763,24.5,9.0
Barbarians,Skeleton Barrel,1762,51.76,8.0
Lightning,Mother Witch,1760,34.32,10.0
Archer Queen,Royal Hogs,1759,44.34,10.0
Giant Snowball,Spear Goblins,1757,48.55,4.0
Inferno Dragon,Mega Minion,1757,54.13,7.0
Archers,Berserker,1756,51.14,5.0
Fire Spirit,Guards,1750,48.63,4.0
Goblin Barrel,Tornado,1749,50.77,6.0
Goblin Curse,Knight,1749,53.57,5.0
Elite Barbarians,Skeleton King,1749,54.2,10.0
Musketeer,Rocket,1747,48.25,10.0
Suspicious Bush,Witch,1746,54.52,7.0
Balloon,Magic Archer,1746,54.7,9.0
Inferno Dragon,X-Bow,1745,47.91,10.0
Firecracker,Goblin Hut,1745,54.73,7.0
Skeleton Dragons,Tornado,1744,36.58,7.0
Bats,Lightning,1742,40.59,8.0
Cannon,Tombstone,1742,54.88,6.0
Goblinstein,Mega Knight,1741,57.27,12.0
Boss Bandit,Musketeer,1740,54.14,10.0
Electro Spirit,Goblin Hut,1739,52.62,5.0
Berserker,Wall Breakers,1739,45.08,4.0
Little Prince,Prince,1738,55.93,8.0
Elixir Golem,Goblin Gang,1736,47.0,6.0
Freeze,Sparky,1730,52.2,10.0
Goblins,P.E.K.K.A,1730,55.95,9.0
Mega Knight,Mega Minion,1730,58.79,10.0
Elite Barbarians,Elixir Collector,1730,34.05,12.0
Goblin Gang,Ice Golem,1729,52.17,5.0
Minions,Skeleton Dragons,1729,59.34,7.0
Clone,Flying Machine,1728,43.87,7.0
Bomber,Executioner,1728,56.37,7.0
Graveyard,Ice Spirit,1726,47.97,6.0
Fire Spirit,Giant,1726,51.68,6.0
Bomber,Hunter,1726,38.59,6.0
Goblin Curse,Tesla,1724,51.04,6.0
Barbarians,Magic Archer,1723,53.69,9.0
Goblin Barrel,Mother Witch,1723,52.12,7.0
Balloon,Electro Spirit,1722,54.01,6.0
Arrows,Cannon Cart,1721,45.9,8.0
Guards,Royal Recruits,1720,53.72,10.0
Mini P.E.K.K.A,Three Musketeers,1720,51.34,13.0
Ice Spirit,Mirror,1719,39.79,2.0
Elite Barbarians,Mother Witch,1719,41.19,10.0
Freeze,Tombstone,1718,56.4,7.0
Guards,Royal Delivery,1718,50.76,6.0
Executioner,Royal Giant,1717,51.14,11.0
Balloon,Royal Hogs,1715,50.15,10.0
Golem,Ice Spirit,1713,46.82,9.0
Minion Horde,Wall Breakers,1712,51.99,7.0
Golem,Tesla,1712,50.99,12.0
Goblin Gang,Little Prince,1711,56.28,6.0
Dart Goblin,X-Bow,1708,51.52,9.0
Ice Wizard,Lightning,1707,33.45,9.0
Executioner,Royal Hogs,1706,48.18,10.0
Bandit,Skeleton King,1705,53.02,7.0
Royal Recruits,Tesla,1703,52.44,11.0
Elixir Golem,Skeletons,1703,44.33,4.0
Barbarian Barrel,Mother Witch,1702,43.13,6.0
Archers,Minion Horde,1696,55.31,8.0
Golden Knight,Tornado,1695,37.7,7.0
Boss Bandit,Minion Horde,1695,50.15,11.0
Dart Goblin,Graveyard,1695,45.55,8.0
Electro Spirit,Ice Golem,1695,47.91,3.0
Electro Wizard,Hunter,1692,52.78,8.0
Goblin Drill,Knight,1692,41.08,7.0
Firecracker,Flying Machine,1691,48.49,7.0
Electro Dragon,Sparky,1690,48.76,11.0
Electro Spirit,Executioner,1688,56.22,6.0
Fisherman,Mother Witch,1680,40.77,7.0
Bomber,Royal Hogs,1679,55.09,7.0
Firecracker,Goblinstein,1678,54.53,8.0
Poison,Skeleton Barrel,1678,37.96,7.0
Fire Spirit,Wall Breakers,1677,42.34,3.0
Ice Golem,Vines,1676,52.8,5.0
Minion Horde,Minions,1676,35.08,8.0
Flying Machine,Goblin Hut,1676,34.37,8.0
Dark Prince,Giant Skeleton,1675,47.58,10.0
Giant Snowball,X-Bow,1674,31.24,8.0
Archers,Mirror,1673,48.95,4.0
Minion Horde,Vines,1672,52.21,8.0
Cannon,Skeleton Dragons,1672,55.02,7.0
Barbarian Barrel,Sparky,1671,45.12,8.0
Executioner,Skeleton Barrel,1670,52.87,8.0
Dark Prince,Golden Knight,1669,52.91,8.0
Bomber,Miner,1669,46.61,5.0
Cannon,Graveyard,1668,47.24,8.0
Goblin Barrel,Suspicious Bush,1668,53.48,5.0
Mini P.E.K.K.A,Suspicious Bush,1668,51.02,6.0
Electro Wizard,Goblin Hut,1667,54.53,8.0
Royal Delivery,Royal Ghost,1667,54.17,6.0
Goblin Giant,Lightning,1666,23.17,12.0
Lightning,Skeleton King,1665,37.72,10.0
Battle Ram,Lumberjack,1663,44.44,8.0
Barbarian Barrel,Magic Archer,1663,43.78,6.0
