,arena,card_name,outcome,count
3277,Arena 21,Skeletons,Won,6031
3278,Arena 21,Sparky,Lost,1604
3279,Arena 21,Sparky,Won,1427
3280,Arena 21,Spear Goblins,Lost,890
3281,Arena 21,Spear Goblins,Won,843
3282,Arena 21,Spirit Empress,Lost,120
3283,Arena 21,Spirit Empress,Won,116
3284,Arena 21,Suspicious Bush,Lost,290
3285,Arena 21,Suspicious Bush,Won,240
3286,Arena 21,Tesla,Lost,7387
3287,Arena 21,Tesla,Won,8620
3288,Arena 21,The Log,Lost,14402
3289,Arena 21,The Log,Won,16516
3290,Arena 21,Three Musketeers,Lost,39
3291,Arena 21,Three Musketeers,Won,28
3292,Arena 21,Tombstone,Lost,1859
3293,Arena 21,Tombstone,Won,1149
3294,Arena 21,Tornado,Lost,3272
3295,Arena 21,Tornado,Won,1639
3296,Arena 21,Valkyrie,Lost,8231
3297,Arena 21,Valkyrie,Won,9894
3298,Arena 21,Vines,Lost,1932
3299,Arena 21,Vines,Won,2217
3300,Arena 21,Void,Lost,55
3301,Arena 21,Void,Won,56
3302,Arena 21,Wall Breakers,Lost,2234
3303,Arena 21,Wall Breakers,Won,2206
3304,Arena 21,Witch,Lost,7507
3305,Arena 21,Witch,Won,8564
3306,Arena 21,Wizard,Lost,4795
3307,Arena 21,Wizard,Won,5647
3308,Arena 21,X-Bow,Lost,458
3309,Arena 21,X-Bow,Won,494
3310,Arena 21,Zap,Lost,6675
3311,Arena 21,Zap,Won,6418
3312,Arena 21,Zappies,Lost,588
3313,Arena 21,Zappies,Won,350
3314,Arena 22,Archer Queen,Lost,714
3315,Arena 22,Archer Queen,Won,544
3316,Arena 22,Archers,Lost,2750
3317,Arena 22,Archers,Won,3042
3318,Arena 22,Arrows,Lost,10458
3319,Arena 22,Arrows,Won,9875
3320,Arena 22,Baby Dragon,Lost,3806
3321,Arena 22,Baby Dragon,Won,3166
3322,Arena 22,Balloon,Lost,3208
3323,Arena 22,Balloon,Won,2938
3324,Arena 22,Bandit,Lost,2662
3325,Arena 22,Bandit,Won,2434
3326,Arena 22,Barbarian Barrel,Lost,3775
3327,Arena 22,Barbarian Barrel,Won,2362
3328,Arena 22,Barbarian Hut,Lost,38
3329,Arena 22,Barbarian Hut,Won,25
3330,Arena 22,Barbarians,Lost,1600
3331,Arena 22,Barbarians,Won,1448
3332,Arena 22,Bats,Lost,4530
3333,Arena 22,Bats,Won,5011
3334,Arena 22,Battle Healer,Lost,1144
3335,Arena 22,Battle Healer,Won,701
3336,Arena 22,Battle Ram,Lost,1325
3337,Arena 22,Battle Ram,Won,1318
3338,Arena 22,Berserker,Lost,469
3339,Arena 22,Berserker,Won,310
3340,Arena 22,Bomb Tower,Lost,311
3341,Arena 22,Bomb Tower,Won,390
3342,Arena 22,Bomber,Lost,2349
3343,Arena 22,Bomber,Won,1809
3344,Arena 22,Boss Bandit,Lost,1819
3345,Arena 22,Boss Bandit,Won,1765
3346,Arena 22,Bowler,Lost,904
3347,Arena 22,Bowler,Won,705
3348,Arena 22,Cannon,Lost,4605
3349,Arena 22,Cannon,Won,4696
3350,Arena 22,Cannon Cart,Lost,141
3351,Arena 22,Cannon Cart,Won,149
3352,Arena 22,Clone,Lost,789
3353,Arena 22,Clone,Won,677
3354,Arena 22,Dark Prince,Lost,1959
3355,Arena 22,Dark Prince,Won,1768
3356,Arena 22,Dart Goblin,Lost,4705
3357,Arena 22,Dart Goblin,Won,5646
3358,Arena 22,Earthquake,Lost,729
3359,Arena 22,Earthquake,Won,743
3360,Arena 22,Electro Dragon,Lost,1970
3361,Arena 22,Electro Dragon,Won,1399
3362,Arena 22,Electro Giant,Lost,902
3363,Arena 22,Electro Giant,Won,604
3364,Arena 22,Electro Spirit,Lost,1351
3365,Arena 22,Electro Spirit,Won,1328
3366,Arena 22,Electro Wizard,Lost,5052
3367,Arena 22,Electro Wizard,Won,5520
3368,Arena 22,Elite Barbarians,Lost,3452
3369,Arena 22,Elite Barbarians,Won,3375
3370,Arena 22,Elixir Collector,Lost,555
3371,Arena 22,Elixir Collector,Won,388
3372,Arena 22,Elixir Golem,Lost,1622
3373,Arena 22,Elixir Golem,Won,1208
3374,Arena 22,Executioner,Lost,1814
3375,Arena 22,Executioner,Won,1940
3376,Arena 22,Fire Spirit,Lost,778
3377,Arena 22,Fire Spirit,Won,748
3378,Arena 22,Fireball,Lost,6630
3379,Arena 22,Fireball,Won,6991
3380,Arena 22,Firecracker,Lost,9098
3381,Arena 22,Firecracker,Won,10584
3382,Arena 22,Fisherman,Lost,649
3383,Arena 22,Fisherman,Won,547
3384,Arena 22,Flying Machine,Lost,665
3385,Arena 22,Flying Machine,Won,527
3386,Arena 22,Freeze,Lost,1332
3387,Arena 22,Freeze,Won,1150
3388,Arena 22,Furnace,Lost,815
3389,Arena 22,Furnace,Won,954
3390,Arena 22,Giant,Lost,936
3391,Arena 22,Giant,Won,712
3392,Arena 22,Giant Skeleton,Lost,997
3393,Arena 22,Giant Skeleton,Won,1063
3394,Arena 22,Giant Snowball,Lost,2059
3395,Arena 22,Giant Snowball,Won,1751
3396,Arena 22,Goblin Barrel,Lost,7680
3397,Arena 22,Goblin Barrel,Won,8815
3398,Arena 22,Goblin Cage,Lost,1017
3399,Arena 22,Goblin Cage,Won,759
3400,Arena 22,Goblin Curse,Lost,695
3401,Arena 22,Goblin Curse,Won,484
3402,Arena 22,Goblin Demolisher,Lost,101
3403,Arena 22,Goblin Demolisher,Won,93
3404,Arena 22,Goblin Drill,Lost,332
3405,Arena 22,Goblin Drill,Won,209
3406,Arena 22,Goblin Gang,Lost,4956
3407,Arena 22,Goblin Gang,Won,5811
3408,Arena 22,Goblin Giant,Lost,1208
3409,Arena 22,Goblin Giant,Won,723
3410,Arena 22,Goblin Hut,Lost,621
3411,Arena 22,Goblin Hut,Won,408
3412,Arena 22,Goblin Machine,Lost,502
3413,Arena 22,Goblin Machine,Won,256
3414,Arena 22,Goblins,Lost,293
3415,Arena 22,Goblins,Won,384
3416,Arena 22,Goblinstein,Lost,383
3417,Arena 22,Goblinstein,Won,290
3418,Arena 22,Golden Knight,Lost,1562
3419,Arena 22,Golden Knight,Won,1489
3420,Arena 22,Golem,Lost,1483
3421,Arena 22,Golem,Won,1087
3422,Arena 22,Graveyard,Lost,1388
3423,Arena 22,Graveyard,Won,840
3424,Arena 22,Guards,Lost,1956
3425,Arena 22,Guards,Won,1828
3426,Arena 22,Heal Spirit,Lost,567
3427,Arena 22,Heal Spirit,Won,368
3428,Arena 22,Hog Rider,Lost,8732
3429,Arena 22,Hog Rider,Won,9847
3430,Arena 22,Hunter,Lost,621
3431,Arena 22,Hunter,Won,657
3432,Arena 22,Ice Golem,Lost,1539
3433,Arena 22,Ice Golem,Won,1183
3434,Arena 22,Ice Spirit,Lost,6137
3435,Arena 22,Ice Spirit,Won,6196
3436,Arena 22,Ice Wizard,Lost,2180
3437,Arena 22,Ice Wizard,Won,1652
3438,Arena 22,Inferno Dragon,Lost,3831
3439,Arena 22,Inferno Dragon,Won,3199
3440,Arena 22,Inferno Tower,Lost,2378
3441,Arena 22,Inferno Tower,Won,2627
3442,Arena 22,Knight,Lost,6939
3443,Arena 22,Knight,Won,7756
3444,Arena 22,Lava Hound,Lost,659
3445,Arena 22,Lava Hound,Won,352
3446,Arena 22,Lightning,Lost,2203
3447,Arena 22,Lightning,Won,1206
3448,Arena 22,Little Prince,Lost,755
3449,Arena 22,Little Prince,Won,814
3450,Arena 22,Lumberjack,Lost,3430
3451,Arena 22,Lumberjack,Won,3014
3452,Arena 22,Magic Archer,Lost,1749
3453,Arena 22,Magic Archer,Won,1771
3454,Arena 22,Mega Knight,Lost,8915
3455,Arena 22,Mega Knight,Won,10515
3456,Arena 22,Mega Minion,Lost,1902
3457,Arena 22,Mega Minion,Won,1230
3458,Arena 22,Mighty Miner,Lost,843
3459,Arena 22,Mighty Miner,Won,945
3460,Arena 22,Miner,Lost,1544
3461,Arena 22,Miner,Won,1422
3462,Arena 22,Mini P.E.K.K.A,Lost,6388
3463,Arena 22,Mini P.E.K.K.A,Won,7175
3464,Arena 22,Minion Horde,Lost,1608
3465,Arena 22,Minion Horde,Won,1637
3466,Arena 22,Minions,Lost,2465
3467,Arena 22,Minions,Won,2676
3468,Arena 22,Mirror,Lost,1156
3469,Arena 22,Mirror,Won,1178
3470,Arena 22,Monk,Lost,301
3471,Arena 22,Monk,Won,289
3472,Arena 22,Mortar,Lost,458
3473,Arena 22,Mortar,Won,510
3474,Arena 22,Mother Witch,Lost,797
3475,Arena 22,Mother Witch,Won,588
3476,Arena 22,Musketeer,Lost,2525
3477,Arena 22,Musketeer,Won,2340
3478,Arena 22,Night Witch,Lost,1204
3479,Arena 22,Night Witch,Won,819
3480,Arena 22,P.E.K.K.A,Lost,4189
3481,Arena 22,P.E.K.K.A,Won,4314
3482,Arena 22,Phoenix,Lost,137
3483,Arena 22,Phoenix,Won,92
3484,Arena 22,Poison,Lost,1715
3485,Arena 22,Poison,Won,1290
3486,Arena 22,Prince,Lost,2870
3487,Arena 22,Prince,Won,2711
3488,Arena 22,Princess,Lost,3298
3489,Arena 22,Princess,Won,3813
3490,Arena 22,Rage,Lost,3705
3491,Arena 22,Rage,Won,2819
3492,Arena 22,Ram Rider,Lost,1440
3493,Arena 22,Ram Rider,Won,1371
3494,Arena 22,Rascals,Lost,174
3495,Arena 22,Rascals,Won,256
3496,Arena 22,Rocket,Lost,1659
3497,Arena 22,Rocket,Won,1756
3498,Arena 22,Royal Delivery,Lost,780
3499,Arena 22,Royal Delivery,Won,758
3500,Arena 22,Royal Ghost,Lost,2915
3501,Arena 22,Royal Ghost,Won,2724
3502,Arena 22,Royal Giant,Lost,1041
3503,Arena 22,Royal Giant,Won,1131
3504,Arena 22,Royal Hogs,Lost,1057
3505,Arena 22,Royal Hogs,Won,900
3506,Arena 22,Royal Recruits,Lost,868
3507,Arena 22,Royal Recruits,Won,765
3508,Arena 22,Rune Giant,Lost,12
3509,Arena 22,Rune Giant,Won,21
3510,Arena 22,Skeleton Army,Lost,7860
3511,Arena 22,Skeleton Army,Won,8949
3512,Arena 22,Skeleton Barrel,Lost,1701
3513,Arena 22,Skeleton Barrel,Won,1840
3514,Arena 22,Skeleton Dragons,Lost,537
3515,Arena 22,Skeleton Dragons,Won,365
3516,Arena 22,Skeleton King,Lost,2012
3517,Arena 22,Skeleton King,Won,2056
3518,Arena 22,Skeletons,Lost,5739
3519,Arena 22,Skeletons,Won,5689
3520,Arena 22,Sparky,Lost,1676
3521,Arena 22,Sparky,Won,1454
3522,Arena 22,Spear Goblins,Lost,975
3523,Arena 22,Spear Goblins,Won,1045
3524,Arena 22,Spirit Empress,Lost,142
3525,Arena 22,Spirit Empress,Won,141
3526,Arena 22,Suspicious Bush,Lost,235
3527,Arena 22,Suspicious Bush,Won,228
3528,Arena 22,Tesla,Lost,7179
3529,Arena 22,Tesla,Won,8217
3530,Arena 22,The Log,Lost,13962
3531,Arena 22,The Log,Won,15811
3532,Arena 22,Three Musketeers,Lost,84
3533,Arena 22,Three Musketeers,Won,90
3534,Arena 22,Tombstone,Lost,1645
3535,Arena 22,Tombstone,Won,1095
3536,Arena 22,Tornado,Lost,3326
3537,Arena 22,Tornado,Won,2056
3538,Arena 22,Valkyrie,Lost,8451
3539,Arena 22,Valkyrie,Won,9711
3540,Arena 22,Vines,Lost,1849
3541,Arena 22,Vines,Won,2023
3542,Arena 22,Void,Lost,166
3543,Arena 22,Void,Won,100
3544,Arena 22,Wall Breakers,Lost,2001
3545,Arena 22,Wall Breakers,Won,2085
3546,Arena 22,Witch,Lost,7138
3547,Arena 22,Witch,Won,8096
3548,Arena 22,Wizard,Lost,4492
3549,Arena 22,Wizard,Won,5054
3550,Arena 22,X-Bow,Lost,533
3551,Arena 22,X-Bow,Won,539
3552,Arena 22,Zap,Lost,7142
3553,Arena 22,Zap,Won,7150
3554,Arena 22,Zappies,Lost,681
3555,Arena 22,Zappies,Won,572
3556,Arena 23,Archer Queen,Lost,763
3557,Arena 23,Archer Queen,Won,680
3558,Arena 23,Archers,Lost,2931
3559,Arena 23,Archers,Won,3164
3560,Arena 23,Arrows,Lost,11334
3561,Arena 23,Arrows,Won,11075
3562,Arena 23,Baby Dragon,Lost,3275
3563,Arena 23,Baby Dragon,Won,3099
3564,Arena 23,Balloon,Lost,3541
3565,Arena 23,Balloon,Won,3277
3566,Arena 23,Bandit,Lost,2485
3567,Arena 23,Bandit,Won,2441
3568,Arena 23,Barbarian Barrel,Lost,2856
3569,Arena 23,Barbarian Barrel,Won,2076
3570,Arena 23,Barbarian Hut,Lost,20
3571,Arena 23,Barbarian Hut,Won,9
3572,Arena 23,Barbarians,Lost,1419
3573,Arena 23,Barbarians,Won,1371
3574,Arena 23,Bats,Lost,5878
3575,Arena 23,Bats,Won,5888
3576,Arena 23,Battle Healer,Lost,416
3577,Arena 23,Battle Healer,Won,314
3578,Arena 23,Battle Ram,Lost,1606
3579,Arena 23,Battle Ram,Won,1593
3580,Arena 23,Berserker,Lost,527
3581,Arena 23,Berserker,Won,386
3582,Arena 23,Bomb Tower,Lost,635
3583,Arena 23,Bomb Tower,Won,521
3584,Arena 23,Bomber,Lost,1954
3585,Arena 23,Bomber,Won,1619
3586,Arena 23,Boss Bandit,Lost,1959
3587,Arena 23,Boss Bandit,Won,1824
3588,Arena 23,Bowler,Lost,912
3589,Arena 23,Bowler,Won,779
3590,Arena 23,Cannon,Lost,5191
3591,Arena 23,Cannon,Won,5078
3592,Arena 23,Cannon Cart,Lost,521
3593,Arena 23,Cannon Cart,Won,408
3594,Arena 23,Clone,Lost,742
3595,Arena 23,Clone,Won,652
3596,Arena 23,Dark Prince,Lost,1883
3597,Arena 23,Dark Prince,Won,1940
3598,Arena 23,Dart Goblin,Lost,7020
3599,Arena 23,Dart Goblin,Won,7590
3600,Arena 23,Earthquake,Lost,1049
3601,Arena 23,Earthquake,Won,1054
3602,Arena 23,Electro Dragon,Lost,1479
3603,Arena 23,Electro Dragon,Won,1229
3604,Arena 23,Electro Giant,Lost,757
3605,Arena 23,Electro Giant,Won,631
3606,Arena 23,Electro Spirit,Lost,1771
3607,Arena 23,Electro Spirit,Won,1613
3608,Arena 23,Electro Wizard,Lost,5513
3609,Arena 23,Electro Wizard,Won,6177
3610,Arena 23,Elite Barbarians,Lost,3314
3611,Arena 23,Elite Barbarians,Won,3543
3612,Arena 23,Elixir Collector,Lost,503
3613,Arena 23,Elixir Collector,Won,367
3614,Arena 23,Elixir Golem,Lost,1536
3615,Arena 23,Elixir Golem,Won,1226
3616,Arena 23,Executioner,Lost,2114
3617,Arena 23,Executioner,Won,2254
3618,Arena 23,Fire Spirit,Lost,970
3619,Arena 23,Fire Spirit,Won,849
3620,Arena 23,Fireball,Lost,8793
3621,Arena 23,Fireball,Won,8894
3622,Arena 23,Firecracker,Lost,12303
3623,Arena 23,Firecracker,Won,13586
3624,Arena 23,Fisherman,Lost,1078
3625,Arena 23,Fisherman,Won,717
3626,Arena 23,Flying Machine,Lost,615
3627,Arena 23,Flying Machine,Won,494
3628,Arena 23,Freeze,Lost,1577
3629,Arena 23,Freeze,Won,1492
3630,Arena 23,Furnace,Lost,1172
3631,Arena 23,Furnace,Won,1222
3632,Arena 23,Giant,Lost,1037
3633,Arena 23,Giant,Won,850
3634,Arena 23,Giant Skeleton,Lost,1178
3635,Arena 23,Giant Skeleton,Won,1322
3636,Arena 23,Giant Snowball,Lost,2091
3637,Arena 23,Giant Snowball,Won,1539
3638,Arena 23,Goblin Barrel,Lost,9241
3639,Arena 23,Goblin Barrel,Won,10430
3640,Arena 23,Goblin Cage,Lost,1160
3641,Arena 23,Goblin Cage,Won,924
3642,Arena 23,Goblin Curse,Lost,777
3643,Arena 23,Goblin Curse,Won,510
3644,Arena 23,Goblin Demolisher,Lost,246
3645,Arena 23,Goblin Demolisher,Won,71
3646,Arena 23,Goblin Drill,Lost,514
3647,Arena 23,Goblin Drill,Won,293
3648,Arena 23,Goblin Gang,Lost,7165
3649,Arena 23,Goblin Gang,Won,7598
3650,Arena 23,Goblin Giant,Lost,636
3651,Arena 23,Goblin Giant,Won,494
3652,Arena 23,Goblin Hut,Lost,905
3653,Arena 23,Goblin Hut,Won,545
3654,Arena 23,Goblin Machine,Lost,324
3655,Arena 23,Goblin Machine,Won,199
3656,Arena 23,Goblins,Lost,403
3657,Arena 23,Goblins,Won,504
3658,Arena 23,Goblinstein,Lost,488
3659,Arena 23,Goblinstein,Won,420
3660,Arena 23,Golden Knight,Lost,1840
3661,Arena 23,Golden Knight,Won,1689
3662,Arena 23,Golem,Lost,1250
3663,Arena 23,Golem,Won,1026
3664,Arena 23,Graveyard,Lost,1321
3665,Arena 23,Graveyard,Won,1023
3666,Arena 23,Guards,Lost,2578
3667,Arena 23,Guards,Won,2211
3668,Arena 23,Heal Spirit,Lost,205
3669,Arena 23,Heal Spirit,Won,215
3670,Arena 23,Hog Rider,Lost,10593
3671,Arena 23,Hog Rider,Won,11529
3672,Arena 23,Hunter,Lost,1058
3673,Arena 23,Hunter,Won,845
3674,Arena 23,Ice Golem,Lost,1421
3675,Arena 23,Ice Golem,Won,1221
3676,Arena 23,Ice Spirit,Lost,6986
3677,Arena 23,Ice Spirit,Won,7466
3678,Arena 23,Ice Wizard,Lost,2024
3679,Arena 23,Ice Wizard,Won,1785
3680,Arena 23,Inferno Dragon,Lost,3563
3681,Arena 23,Inferno Dragon,Won,3388
3682,Arena 23,Inferno Tower,Lost,3087
3683,Arena 23,Inferno Tower,Won,3428
3684,Arena 23,Knight,Lost,8154
3685,Arena 23,Knight,Won,8719
3686,Arena 23,Lava Hound,Lost,760
3687,Arena 23,Lava Hound,Won,388
3688,Arena 23,Lightning,Lost,1912
3689,Arena 23,Lightning,Won,1168
3690,Arena 23,Little Prince,Lost,767
3691,Arena 23,Little Prince,Won,832
3692,Arena 23,Lumberjack,Lost,3444
3693,Arena 23,Lumberjack,Won,3212
3694,Arena 23,Magic Archer,Lost,1917
3695,Arena 23,Magic Archer,Won,1914
3696,Arena 23,Mega Knight,Lost,10897
3697,Arena 23,Mega Knight,Won,12303
3698,Arena 23,Mega Minion,Lost,1076
3699,Arena 23,Mega Minion,Won,735
3700,Arena 23,Mighty Miner,Lost,1200
3701,Arena 23,Mighty Miner,Won,1037
3702,Arena 23,Miner,Lost,2804
3703,Arena 23,Miner,Won,2025
3704,Arena 23,Mini P.E.K.K.A,Lost,6732
3705,Arena 23,Mini P.E.K.K.A,Won,7682
3706,Arena 23,Minion Horde,Lost,2105
3707,Arena 23,Minion Horde,Won,2079
3708,Arena 23,Minions,Lost,2838
3709,Arena 23,Minions,Won,2776
3710,Arena 23,Mirror,Lost,1338
3711,Arena 23,Mirror,Won,1255
3712,Arena 23,Monk,Lost,559
3713,Arena 23,Monk,Won,374
3714,Arena 23,Mortar,Lost,830
3715,Arena 23,Mortar,Won,689
3716,Arena 23,Mother Witch,Lost,850
3717,Arena 23,Mother Witch,Won,710
3718,Arena 23,Musketeer,Lost,2647
3719,Arena 23,Musketeer,Won,2586
3720,Arena 23,Night Witch,Lost,924
3721,Arena 23,Night Witch,Won,698
3722,Arena 23,P.E.K.K.A,Lost,5457
3723,Arena 23,P.E.K.K.A,Won,5489
3724,Arena 23,Phoenix,Lost,297
3725,Arena 23,Phoenix,Won,166
3726,Arena 23,Poison,Lost,2032
3727,Arena 23,Poison,Won,1541
3728,Arena 23,Prince,Lost,3083
3729,Arena 23,Prince,Won,3139
3730,Arena 23,Princess,Lost,4233
3731,Arena 23,Princess,Won,4662
3732,Arena 23,Rage,Lost,3159
3733,Arena 23,Rage,Won,2780
3734,Arena 23,Ram Rider,Lost,1498
3735,Arena 23,Ram Rider,Won,1389
3736,Arena 23,Rascals,Lost,308
3737,Arena 23,Rascals,Won,304
3738,Arena 23,Rocket,Lost,1928
3739,Arena 23,Rocket,Won,2017
3740,Arena 23,Royal Delivery,Lost,951
3741,Arena 23,Royal Delivery,Won,967
3742,Arena 23,Royal Ghost,Lost,3129
3743,Arena 23,Royal Ghost,Won,3177
3744,Arena 23,Royal Giant,Lost,1950
3745,Arena 23,Royal Giant,Won,1738
3746,Arena 23,Royal Hogs,Lost,1045
3747,Arena 23,Royal Hogs,Won,937
3748,Arena 23,Royal Recruits,Lost,1108
3749,Arena 23,Royal Recruits,Won,965
3750,Arena 23,Rune Giant,Lost,22
3751,Arena 23,Rune Giant,Won,26
3752,Arena 23,Skeleton Army,Lost,8811
3753,Arena 23,Skeleton Army,Won,9740
3754,Arena 23,Skeleton Barrel,Lost,2386
3755,Arena 23,Skeleton Barrel,Won,2260
3756,Arena 23,Skeleton Dragons,Lost,777
3757,Arena 23,Skeleton Dragons,Won,431
3758,Arena 23,Skeleton King,Lost,2737
3759,Arena 23,Skeleton King,Won,2641
3760,Arena 23,Skeletons,Lost,7229
3761,Arena 23,Skeletons,Won,6944
3762,Arena 23,Sparky,Lost,1073
3763,Arena 23,Sparky,Won,1164
3764,Arena 23,Spear Goblins,Lost,1361
3765,Arena 23,Spear Goblins,Won,1079
3766,Arena 23,Spirit Empress,Lost,373
3767,Arena 23,Spirit Empress,Won,253
3768,Arena 23,Suspicious Bush,Lost,285
3769,Arena 23,Suspicious Bush,Won,274
3770,Arena 23,Tesla,Lost,8552
3771,Arena 23,Tesla,Won,9481
3772,Arena 23,The Log,Lost,16168
3773,Arena 23,The Log,Won,17927
3774,Arena 23,Three Musketeers,Lost,89
3775,Arena 23,Three Musketeers,Won,90
3776,Arena 23,Tombstone,Lost,1387
3777,Arena 23,Tombstone,Won,1093
3778,Arena 23,Tornado,Lost,2708
3779,Arena 23,Tornado,Won,1737
3780,Arena 23,Valkyrie,Lost,11151
3781,Arena 23,Valkyrie,Won,12034
3782,Arena 23,Vines,Lost,1953
3783,Arena 23,Vines,Won,1997
3784,Arena 23,Void,Lost,85
3785,Arena 23,Void,Won,66
3786,Arena 23,Wall Breakers,Lost,3105
3787,Arena 23,Wall Breakers,Won,2907
3788,Arena 23,Witch,Lost,8176
3789,Arena 23,Witch,Won,8969
3790,Arena 23,Wizard,Lost,5881
3791,Arena 23,Wizard,Won,6331
3792,Arena 23,X-Bow,Lost,540
3793,Arena 23,X-Bow,Won,612
3794,Arena 23,Zap,Lost,7789
3795,Arena 23,Zap,Won,7947
3796,Arena 23,Zappies,Lost,479
3797,Arena 23,Zappies,Won,407
3798,Arena 11,Archer Queen,Won,2
3799,Arena 11,Archers,Lost,2480
3800,Arena 11,Archers,Won,2665
3801,Arena 11,Arrows,Lost,9534
3802,Arena 11,Arrows,Won,9543
3803,Arena 11,Baby Dragon,Lost,8689
3804,Arena 11,Baby Dragon,Won,9232
3805,Arena 11,Balloon,Lost,1299
3806,Arena 11,Balloon,Won,1296
3807,Arena 11,Bandit,Lost,17
3808,Arena 11,Bandit,Won,50
3809,Arena 11,Barbarian Barrel,Lost,3495
3810,Arena 11,Barbarian Barrel,Won,3151
3811,Arena 11,Barbarian Hut,Lost,48
3812,Arena 11,Barbarian Hut,Won,32
3813,Arena 11,Barbarians,Lost,3668
3814,Arena 11,Barbarians,Won,3262
3815,Arena 11,Bats,Lost,2749
3816,Arena 11,Bats,Won,2621
3817,Arena 11,Battle Healer,Lost,97
3818,Arena 11,Battle Healer,Won,94
3819,Arena 11,Battle Ram,Lost,818
3820,Arena 11,Battle Ram,Won,1154
3821,Arena 11,Berserker,Lost,491
3822,Arena 11,Berserker,Won,522
3823,Arena 11,Bomb Tower,Lost,634
3824,Arena 11,Bomb Tower,Won,625
3825,Arena 11,Bomber,Lost,2479
3826,Arena 11,Bomber,Won,2181
3827,Arena 11,Boss Bandit,Lost,33
3828,Arena 11,Boss Bandit,Won,78
3829,Arena 11,Bowler,Lost,1
3830,Arena 11,Bowler,Won,6
3831,Arena 11,Cannon,Lost,4143
3832,Arena 11,Cannon,Won,4803
3833,Arena 11,Cannon Cart,Lost,2
3834,Arena 11,Cannon Cart,Won,9
3835,Arena 11,Clone,Lost,12
3836,Arena 11,Clone,Won,5
3837,Arena 11,Dark Prince,Lost,2569
3838,Arena 11,Dark Prince,Won,2268
3839,Arena 11,Dart Goblin,Lost,6390
3840,Arena 11,Dart Goblin,Won,6169
3841,Arena 11,Earthquake,Lost,1
3842,Arena 11,Electro Dragon,Lost,303
3843,Arena 11,Electro Dragon,Won,458
3844,Arena 11,Electro Giant,Won,1
3845,Arena 11,Electro Spirit,Lost,2093
3846,Arena 11,Electro Spirit,Won,1775
3847,Arena 11,Electro Wizard,Lost,1643
3848,Arena 11,Electro Wizard,Won,2113
3849,Arena 11,Elite Barbarians,Lost,731
3850,Arena 11,Elite Barbarians,Won,974
3851,Arena 11,Elixir Collector,Lost,4
3852,Arena 11,Elixir Collector,Won,2
3853,Arena 11,Elixir Golem,Lost,5
3854,Arena 11,Elixir Golem,Won,6
3855,Arena 11,Executioner,Lost,496
3856,Arena 11,Executioner,Won,710
3857,Arena 11,Fire Spirit,Lost,504
3858,Arena 11,Fire Spirit,Won,670
3859,Arena 11,Fireball,Lost,6210
3860,Arena 11,Fireball,Won,6416
3861,Arena 11,Firecracker,Lost,71
3862,Arena 11,Firecracker,Won,119
3863,Arena 11,Fisherman,Lost,12
3864,Arena 11,Fisherman,Won,14
3865,Arena 11,Flying Machine,Lost,567
3866,Arena 11,Flying Machine,Won,242
3867,Arena 11,Freeze,Lost,1414
3868,Arena 11,Freeze,Won,1423
3869,Arena 11,Furnace,Lost,590
3870,Arena 11,Furnace,Won,655
3871,Arena 11,Giant,Lost,1796
3872,Arena 11,Giant,Won,909
3873,Arena 11,Giant Skeleton,Lost,667
3874,Arena 11,Giant Skeleton,Won,594
3875,Arena 11,Giant Snowball,Lost,2585
3876,Arena 11,Giant Snowball,Won,2151
3877,Arena 11,Goblin Barrel,Lost,12221
3878,Arena 11,Goblin Barrel,Won,12185
3879,Arena 11,Goblin Cage,Lost,1444
3880,Arena 11,Goblin Cage,Won,751
3881,Arena 11,Goblin Drill,Lost,14
3882,Arena 11,Goblin Drill,Won,26
3883,Arena 11,Goblin Gang,Lost,5137
3884,Arena 11,Goblin Gang,Won,3440
3885,Arena 11,Goblin Giant,Lost,913
3886,Arena 11,Goblin Giant,Won,331
3887,Arena 11,Goblin Hut,Lost,1527
3888,Arena 11,Goblin Hut,Won,1123
3889,Arena 11,Goblin Machine,Lost,13
3890,Arena 11,Goblin Machine,Won,24
3891,Arena 11,Goblins,Lost,1110
3892,Arena 11,Goblins,Won,562
3893,Arena 11,Goblinstein,Lost,1
3894,Arena 11,Goblinstein,Won,3
3895,Arena 11,Golden Knight,Lost,1
3896,Arena 11,Golem,Lost,1036
3897,Arena 11,Golem,Won,773
3898,Arena 11,Graveyard,Lost,2
3899,Arena 11,Graveyard,Won,3
3900,Arena 11,Guards,Lost,2998
3901,Arena 11,Guards,Won,2633
3902,Arena 11,Heal Spirit,Lost,2
3903,Arena 11,Heal Spirit,Won,5
3904,Arena 11,Hog Rider,Lost,7406
3905,Arena 11,Hog Rider,Won,8786
3906,Arena 11,Hunter,Lost,1091
3907,Arena 11,Hunter,Won,901
3908,Arena 11,Ice Golem,Lost,1388
3909,Arena 11,Ice Golem,Won,784
3910,Arena 11,Ice Spirit,Lost,3793
3911,Arena 11,Ice Spirit,Won,3075
3912,Arena 11,Ice Wizard,Lost,43
3913,Arena 11,Ice Wizard,Won,90
3914,Arena 11,Inferno Dragon,Lost,4546
3915,Arena 11,Inferno Dragon,Won,5700
3916,Arena 11,Inferno Tower,Lost,2076
3917,Arena 11,Inferno Tower,Won,1301
3918,Arena 11,Knight,Lost,5025
3919,Arena 11,Knight,Won,5330
3920,Arena 11,Lava Hound,Lost,8
3921,Arena 11,Lava Hound,Won,16
